idDBLP,idScholar,DBLP_Match,Scholar_Match,Match_ID
journals/tods/Jimenez-PerisPAK03,yj7oLWfPR4gJ,952,24156,952_24156
conf/vldb/IdrisGC94,Xf7TnMxlGTkJ,143,24167,143_24167
conf/sigmod/NybergBCGL94,kd-0q-M1O2gJ,1721,24169,1721_24169
journals/sigmod/PissinouSEMOPSTD94,fSKoYnVJbwwJ,920,24271,920_24271
conf/sigmod/LaursenOP94,fTbCV3Lh8W0J,1822,24277,1822_24277
conf/sigmod/LaursenOP94,XAWxqf9fnOMJ,1822,32776,1822_32776
journals/sigmod/TomasicS97, ,707,24291,707_24291
conf/sigmod/BrinDG95,7mNCkZ7D-R8J,1554,24319,1554_24319
journals/sigmod/BoucelmaCGJLL02,I9JXY0-R4GgJ,128,24329,128_24329
conf/sigmod/BergstraesserBPS99,qcZ2tYThtK0J,1031,24370,1031_24370
conf/sigmod/ConsensM94,u7rv6LAF8s8J,1768,24401,1768_24401
conf/vldb/MohanBWSZ00,zCY0pFken7wJ,1178,24416,1178_24416
journals/sigmod/ReichB98,HzOZXA_VJk8J,403,32708,403_32708
journals/sigmod/CatarciC96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D245888%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,740,24470,740_24470
conf/vldb/AggarwalHWY03,szlqyCesMpgJ,2081,25380,2081_25380
conf/sigmod/ZouS96,DYFIQvOg7rgJ,1417,24545,1417_24545
conf/vldb/YangKL97,qN1APPIGZMMJ,1668,24547,1668_24547
journals/tods/KorthS94,w40iTKlpWEQJ,2307,24586,2307_24586
journals/sigmod/Lomet01,fI5o4MfWwzIJ,137,24660,137_24660
journals/vldb/MedjahedBE03,YqXx_xeZE2gJ,2295,24714,2295_24714
conf/vldb/HsuLOMTX02,Px35BrWc6_EJ,2168,24763,2168_24763
conf/sigmod/LiskovACDGGMMS96,Ey7Mbh6IdQIJ,1521,24773,1521_24773
journals/tods/ParsonsW00,Z5rWzHBxtEEJ,2314,24776,2314_24776
journals/sigmod/SureSS02,v0tY6g0DHMcJ,107,24798,107_24798
conf/vldb/VenkataramanZ98,KrAyBSajhZEJ,1541,24871,1541_24871
journals/sigmod/NgH95,url:http://portal.acm.org/citation.cfm%3Fid%3D202660.202665%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,827,30339,827_30339
journals/vldb/PucheralBVB01,hNOti13KB_8J,2494,24883,2494_24883
conf/vldb/EleftheriouBCDHLPPABDDDGJHLRSVW03,hRToevpkaa0J,2066,24948,2066_24948
journals/tods/BaekgaardM95,6UycFCZooDoJ,2254,24966,2254_24966
journals/tods/Alagic99,Gq6D6zMEPxoJ,2370,24970,2370_24970
conf/vldb/CarinoJ98,LF2aUSIWko4J,1655,24994,1655_24994
conf/vldb/CiacciaPZ97,cnDPbkX4F2cJ,1912,25003,1912_25003
conf/vldb/Moerkotte02,jiGdThcReckJ,2205,25029,2205_25029
journals/sigmod/FlorescuLM98,_SR_pRTnA6IJ,584,29830,584_29830
conf/vldb/YuSLJ02,6EJ6A2y_U1IJ,2234,25160,2234_25160
conf/vldb/YuSLJ02,qYGzjvmVjS8J,2234,39066,2234_39066
journals/tods/WinslettSQ94,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D195675%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,2311,25197,2311_25197
journals/tods/WinslettSQ94,lvZTVlP7s7oJ,2311,53790,2311_53790
conf/vldb/StaudtJ96,6moFnThDHW0J,1829,25283,1829_25283
conf/vldb/NathDKGKS03,pF6EW_yKYyYJ,2051,25304,2051_25304
conf/vldb/SarawagiBKM02,G9DGYRD0cnMJ,2172,25321,2172_25321
conf/vldb/Toivonen96,ut53pjEsmxEJ,2569,25339,2569_25339
conf/sigmod/PapakonstantinouV99,du5GsqT0_vQJ,1065,25382,1065_25382
conf/sigmod/PapakonstantinouV99,5iBUkqCy-KAJ,1065,38873,1065_38873
conf/vldb/AgrawalSX02,a1CLM5GoVtYJ,2167,25403,2167_25403
conf/sigmod/AggarwalPWYP99,G3dX_RTA26MJ,904,25422,904_25422
conf/vldb/GrumbachRS00,iQ3Zi3crc9wJ,1388,25470,1388_25470
conf/sigmod/ReinwaldP98,QAjOGW-ffQIJ,1254,25509,1254_25509
journals/vldb/GruserRZZ00,9EBKpmSLc_oJ,2394,25525,2394_25525
conf/vldb/Ladin00,kPTa4IiS_sgJ,1298,25595,1298_25595
conf/vldb/FrohnLU94,xpreqF8k7N4J,81,25609,81_25609
conf/vldb/Huyn01,SbL4xw4mCewJ,1276,25679,1276_25679
conf/sigmod/SzalayGKT00,5Q_6HLwZ2YIJ,776,25689,776_25689
conf/sigmod/SzalayGKT00,GYR0v7CFkP0J,776,46510,776_46510
conf/vldb/BrownCC94,oayI0FKl-nQJ,76,25690,76_25690
conf/sigmod/Maguire01,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D375742%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,627,25758,627_25758
conf/sigmod/TaoP02,fDWfHiQ6BR4J,537,25812,537_25812
conf/sigmod/LiefkeS00,SvVh9QQcgDwJ,861,25835,861_25835
conf/sigmod/LiefkeS00,vnc0Ml_3BFsJ,861,29613,861_29613
journals/tods/AmmannJR97,2e-NAgqt-joJ,2349,25898,2349_25898
journals/sigmod/KimballS95,5AiEsU9p7FIJ,790,26039,790_26039
conf/vldb/ChaudhuriN97,hAqEljGAcFsJ,1665,26070,1665_26070
journals/vldb/CuiW03,SaOd6rDz5ZgJ,2463,26076,2463_26076
journals/sigmod/Fong95,zw3-t-veNvAJ,865,26104,865_26104
conf/vldb/KriegelPS00,VSQ0v1UlIvoJ,1351,26143,1351_26143
journals/tods/SistlaWYS98,4owPoyytTP4J,2368,26172,2368_26172
conf/sigmod/ChawatheRGW96,ilCT5UFnHxgJ,1451,26211,1451_26211
journals/vldb/CatarciSC97,IIykL2NeD3UJ,2422,26304,2422_26304
conf/vldb/JohnsonA00,EPVkQkFM2osJ,1362,26377,1362_26377
conf/sigmod/ChoSG00,ilJdCU_qODkJ,769,26435,769_26435
journals/vldb/BraumandlCKK00,snWxBtd7kK8J,2396,26451,2396_26451
conf/vldb/Sullivan96,zGRQ_2im_9MJ,1938,26566,1938_26566
conf/vldb/HellersteinNP95,AC19Z_yOCTUJ,1964,26596,1964_26596
journals/tods/GuoSW96,V8Ls_TYs6mgJ,2265,26614,2265_26614
conf/sigmod/LuoEHN02,7p7mpmvIBrYJ,386,26748,386_26748
journals/vldb/AbiteboulCM98,WzT3S2G1FjcJ,2425,26774,2425_26774
conf/vldb/XinHLW03,v0rD-1nzJmYJ,2116,26785,2116_26785
conf/sigmod/BettiniWBJ95,c57d3rgd3IcJ,1601,26795,1601_26795
conf/vldb/HelalL00,LPapCvY4RFkJ,1328,26833,1328_26833
journals/tods/YanG99,y6gLSJhyXfcJ,2371,26868,2371_26868
conf/sigmod/SionAP03,_L0DhCpFaXMJ,267,26870,267_26870
conf/vldb/Kotidis01,lRL4LmMtwnYJ,1138,26905,1138_26905
conf/sigmod/DoanDH01,Lv0bggWzgeoJ,731,27002,731_27002
conf/vldb/BohannonLRSSS97,Vj1kbPjzSHwJ,1877,27521,1877_27521
conf/vldb/BohannonLRSSS97,thTt2lg4_Z8J,1877,31033,1877_31033
conf/vldb/BohannonLRSSS97,IROKbaAxI6QJ,1877,34799,1877_34799
conf/sigmod/Bierman03,vQcfluHWCeAJ,305,27191,305_27191
journals/vldb/SivasankaranSTPR96,url:http://ieeexplore.ieee.org/iel2/997/7843/00331718.pdf%3Farnumber%3D331718,2532,27207,2532_27207
journals/vldb/SivasankaranSTPR96,XX_3v0k3v6QJ,2532,32254,2532_32254
conf/sigmod/JonkerS95,Rg4UOUTwgAcJ,1710,27259,1710_27259
conf/vldb/LeeHJT03,BSE2se70OMYJ,2111,27262,2111_27262
journals/sigmod/Gallagher94,PVm9r7wHzDAJ,927,27278,927_27278
conf/vldb/FukudaMMT96,B8_0dK37qcsJ,1816,27304,1816_27304
journals/vldb/Sciore94,qHn6nrbVow8J,2560,27350,2560_27350
conf/sigmod/BenediktCFFR03,T5ZdpquqfJ0J,222,27356,222_27356
conf/sigmod/HanKS97,nD_Yjp9TNuIJ,1324,27415,1324_27415
journals/tods/BeneventanoBS03,rRH6Z1oP78cJ,960,27429,960_27429
journals/vldb/ChandrasekaranF03,b9r9U3OwrkcJ,2457,27442,2457_27442
journals/sigmod/Bertram94,qaSgL5tVq1AJ,812,27445,812_27445
journals/sigmod/Jarke95,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D202671%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,830,27452,830_27452
conf/sigmod/LoR96,em5eiGpRZFkJ,1529,27485,1529_27485
journals/sigmod/HummerLW02,W1IcM8IUwAEJ,31,27486,31_27486
journals/sigmod/HummerLW02,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D507345%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,31,62916,31_62916
conf/vldb/RohmBSS02,YMcmy4FOXi8J,2133,27497,2133_27497
conf/vldb/QianZXP03,Chp-3UwMgTQJ,2112,27520,2112_27520
conf/vldb/TanSHCR01,hPcNG0tPwgIJ,1253,27543,1253_27543
conf/sigmod/DoppelhammerHKK97,q_A8Y8KY9WkJ,1306,27570,1306_27570
conf/vldb/KounevB02,mq4cLaNqTDQJ,2242,27612,2242_27612
journals/sigmod/Kosch02,_avm808LQocJ,13,27627,13_27627
journals/sigmod/PapazoglouH99,WbsAK4ZE17YJ,452,27649,452_27649
conf/vldb/RamanRH99,6uP3E_WEkCAJ,1603,27691,1603_27691
journals/vldb/KieslingSSD94,bvFRYOianJUJ,2567,27709,2567_27709
conf/sigmod/GrayHOS96,dRwl6kpDBjEJ,1410,27733,1410_27733
conf/sigmod/GrayHOS96,5cw83MyqYrMJ,1410,47621,1410_47621
journals/sigmod/Hainaut03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D959087%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1916,27772,1916_27772
journals/vldb/FahlR97,zXSCJ9LzZ8cJ,2434,27810,2434_27810
conf/sigmod/FlorescuGKR02,uam2rv99rxsJ,582,27818,582_27818
conf/sigmod/Squire95,ery6k1e8h_sJ,1573,27831,1573_27831
conf/vldb/Mohan02,YJlUtEk7zwkJ,2195,27845,2195_27845
conf/sigmod/DohertyHR96,v3IA8Go4UjIJ,1528,27851,1528_27851
conf/vldb/AbiteboulMRVW98,CDQHFdIK_cwJ,1557,27886,1557_27886
conf/sigmod/CherniackZ96,ZsHfcZJwFQQJ,1509,30912,1509_30912
conf/sigmod/BuchmannDZH95,MoNBLfTlYg0J,1674,33660,1674_33660
conf/vldb/StanoiRAA01,SBpUQ0L7KUgJ,2178,28057,2178_28057
conf/vldb/AgrawalK02,4weou-KgkM8J,2209,28169,2209_28169
conf/sigmod/Mohan99,XppwYYxOpksJ,991,28174,991_28174
conf/vldb/ZengBNN01,3TivNLIErRkJ,1069,28196,1069_28196
journals/sigmod/LometBCLN98,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D290608%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,600,28323,600_28323
journals/tods/Subrahmanian94,SLTZN9O1_wUJ,2304,28420,2304_28420
conf/vldb/SayalCDS02,0acvmJtaI8QJ,2143,28423,2143_28423
journals/tods/OliverS94,RUyqFOxZyDoJ,2301,28426,2301_28426
conf/vldb/XieH94,7P8_zVPEW64J,253,28454,253_28454
journals/sigmod/GolabO03,lC5GjK5OpD0J,1976,28512,1976_28512
conf/vldb/SrivastavaDJL96,01ZVDudF4WAJ,1801,28537,1801_28537
conf/sigmod/ZhouLP99,0OwKmPjQpd0J,1045,28610,1045_28610
conf/vldb/ZhangL98,ZjHAEBJYahAJ,1664,28658,1664_28658
conf/vldb/WangHH00,qbxHq9qXVrUJ,1395,28699,1395_28699
conf/vldb/BaumannDFRW99,OV-zNC5uzHUJ,1626,28746,1626_28746
journals/tods/Jagadish95,gDFpwto83b4J,2251,28751,2251_28751
conf/vldb/BrinkhoffK94,egvBPvtoaMMJ,160,28780,160_28780
journals/vldb/ChanGR03,7rn7AHVs1YUJ,2282,28817,2282_28817
conf/vldb/LometT95,7KawVN8Kj10J,32,28921,32_28921
conf/vldb/KumarRRT99,fJn_2E8aihYJ,1477,28948,1477_28948
conf/sigmod/JagadishJOT01,OM7n6h8R8CoJ,608,28951,608_28951
conf/sigmod/AgrawalCFGHIIMMSS94,bXnzC8MN_joJ,1852,29034,1852_29034
conf/sigmod/GehrkeGRL99,s3neqsFCVrAJ,958,29072,958_29072
journals/sigmod/Colliat96,FP-ribG9oVsJ,659,29173,659_29173
journals/sigmod/BerndtssonH96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D381889%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,690,29216,690_29216
journals/sigmod/KennedyMB96,vBYtmDEYeK0J,735,29239,735_29239
conf/sigmod/Chong98,W-6r_OOEHLUJ,1272,29285,1272_29285
conf/vldb/Brin95,dXegp-RmzXEJ,108,29303,108_29303
conf/sigmod/BlohsfeldKS99,PQbi3PaRh84J,951,29366,951_29366
conf/vldb/Tsur00,buI2V0eIcZoJ,1184,29459,1184_29459
conf/sigmod/PonnekantiK00,IddFq2o4ZsoJ,894,29491,894_29491
conf/sigmod/WhiteD95,6SBwemr2zscJ,1604,29515,1604_29515
conf/sigmod/BrunoC02,KAf2DUUVabIJ,505,29630,505_29630
conf/vldb/TorloneA03,v6kudD3ItEoJ,2033,29648,2033_29648
conf/sigmod/Grust02,-3LAxRNpDJIJ,393,29692,393_29692
journals/vldb/ZezulaSAR98,DM9hrpKpqmMJ,2392,29748,2392_29748
journals/vldb/LawLG99,TOXrbhbbNJ4J,2383,29755,2383_29755
conf/vldb/CherniackZ98,So_H9Oer6lsJ,1593,29801,1593_29801
conf/vldb/KilgerM94,OzgnxugGCWMJ,154,29910,154_29910
conf/sigmod/AgrawalS00,ufPUBsN4eg0J,884,29959,884_29959
conf/vldb/ZhuS02,iuyRrJJDBcIJ,2228,29990,2228_29990
journals/sigmod/GatziuJSV99,HtqrJuo7GSsJ,264,29992,264_29992
conf/sigmod/ChangH02,4zxRX5K-YSsJ,544,29994,544_29994
journals/vldb/RafieiM02,kZFfJieudW4J,2450,30010,2450_30010
journals/tods/KrishnakumarB94,8ZjEDOBUd_QJ,2312,30091,2312_30091
conf/vldb/ChenRS95,4TMZhO1wdwsJ,1929,30139,1929_30139
conf/sigmod/IoannidisP95,23K90oRfbbsJ,1549,30150,1549_30150
conf/sigmod/IoannidisP95,bv21uJEzUwAJ,1549,42526,1549_42526
conf/sigmod/HsiaoN00,iY5wlS4jsg0J,818,30155,818_30155
conf/vldb/ShivakumarGC98,GHz2PmQwW2UJ,1643,30159,1643_30159
conf/sigmod/PossSKL02,c3QptREmhgAJ,557,30180,557_30180
conf/vldb/JagadishNSSK97,FzUYum7hqhQJ,1881,30223,1881_30223
conf/vldb/JagadishNSSK97,ZG9yClLgWnsJ,1881,39939,1881_39939
conf/sigmod/OlstonJW03,D1h_jOHVyA4J,291,30276,291_30276
conf/vldb/GarciaLL98,5MO7a6e0-GQJ,1586,30306,1586_30306
conf/vldb/KnorrN98,gQVLY8V1hekJ,1640,30348,1640_30348
conf/vldb/KnorrN98,yFmekFZgZmwJ,1640,38465,1640_38465
conf/vldb/JiangWL03,s3bawcAka-EJ,2100,30360,2100_30360
conf/sigmod/RiedelFGN00,ospJVA6AD1sJ,809,30373,809_30373
conf/vldb/GolabO03,6K9FhI2pFEgJ,2114,30407,2114_30407
conf/vldb/BunemanDHOW95,95LnCs7V35YJ,1975,30428,1975_30428
conf/sigmod/BarclaySG00,7br3WXwZRQ4J,846,30435,846_30435
conf/vldb/EsterKSWX98,MC7KlhmEQt8J,1592,30438,1592_30438
conf/vldb/AbiteboulACEMM99,OYOTbj4m7JYJ,1530,30605,1530_30605
conf/sigmod/AgrawalGGR98,rSTewQ1dQkYJ,1130,30674,1130_30674
journals/sigmod/PhatakSSS96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D381897%26type%3Dpdf%26dl%3Dportal%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,676,30709,676_30709
conf/vldb/BalminPP00,FoAVdcYe0tsJ,1379,30868,1379_30868
conf/sigmod/Amer-YahiaCLS01,DFubU20j1OIJ,747,30905,747_30905
journals/sigmod/Hanna95,EKqpEdn3kDMJ,778,30918,778_30918
conf/vldb/AdityaBCHNS02,2vzhAz4Yll4J,2162,30930,2162_30930
conf/sigmod/SeidlK98,TodiMgxv4vMJ,1161,30939,1161_30939
journals/tods/EiterLLS01,lTwQVB8E7SIJ,2330,31010,2330_31010
conf/vldb/CiliaHB02,_aEC8CgKod0J,2163,31082,2163_31082
journals/tods/Chen95a,qexCEm3QaUgJ,2258,31120,2258_31120
conf/vldb/ArionBCDMP03,CzpCERFYBikJ,2038,31171,2038_31171
journals/sigmod/Libkin99,zSO1Y5W7WkwJ,501,31189,501_31189
conf/vldb/Selinger02,76u3c8hIWqoJ,2140,31199,2140_31199
journals/tods/TaoP03,faqaX7J_Kl8J,950,31227,950_31227
conf/sigmod/ChenGM01,IuyDb53VoG0J,715,31247,715_31247
conf/sigmod/ChenGM01, ,715,52020,715_52020
conf/vldb/CliftonFHKLS03,FF4u5cqjanQJ,2049,31289,2049_31289
journals/sigmod/YuenCLL00,Ip82P4QfKyEJ,355,31360,355_31360
journals/tods/WangBBJ97,uaaJl906vYoJ,2352,34975,2352_34975
journals/tods/WangBBJ97,NYQMkdaH2egJ,2352,38585,2352_38585
conf/sigmod/AfratiLU01,k7zpSukSfYsJ,644,31391,644_31391
conf/vldb/ShegalovWBL02,CzVyfZe-kj0J,2156,31420,2156_31420
conf/sigmod/SimmenSM96,XVP8s4K0Bg4J,1359,31509,1359_31509
conf/vldb/FankhauserGLMT98,JnwUAxUMwvQJ,1763,31521,1763_31521
journals/tods/JacoxS03,ujD_9YAZctUJ,946,31620,946_31620
conf/sigmod/Blakeley96,xZxFCI120eUJ,1353,31624,1353_31624
conf/sigmod/Blakeley96,jQ6eIao6R0EJ,1353,33266,1353_33266
conf/vldb/PappasC00,url:http://portal.acm.org/citation.cfm%3Fid%3D645926.671850,1164,31637,1164_31637
conf/vldb/TanGO99,CcTZvs8xd2sJ,1463,31650,1463_31650
conf/sigmod/KornackerSH98,bV8_CDuW2gMJ,1192,31655,1192_31655
conf/sigmod/GravanoGT94,H6fWl-cSuY4J,1745,31684,1745_31684
journals/tods/Suciu02,Y7kHpHu3nP0J,2337,31695,2337_31695
journals/vldb/HaasCLS97,AypWukSuKVoJ,2409,31731,2409_31731
conf/vldb/PottingerL00,M2zV0WBF7XYJ,1213,31732,1213_31732
conf/vldb/LevySSZ94,MtScC-fTWCEJ,177,31762,177_31762
conf/sigmod/WangPFY03,jpNXw9L7pxgJ,265,31771,265_31771
conf/sigmod/WangPFY03,5JXKbI5l1FYJ,265,32054,265_32054
conf/sigmod/Smith01,5wh3Y-mBqJQJ,645,31796,645_31796
journals/sigmod/TsotrasJS98,f3-E7x12K4gJ,594,31831,594_31831
conf/sigmod/CareyDFHMNSSTTWZ94,0oPBNo-ofPkJ,1778,31845,1778_31845
conf/sigmod/GoldsteinL01,xufwWHmOf6IJ,664,31971,664_31971
conf/vldb/PantiSG00,C7Vuxp5KVsAJ,1159,31974,1159_31974
journals/vldb/StonebrakerALPSSSY96,dWgXDMGuFd4J,2529,32022,2529_32022
conf/sigmod/AgrawalK03,ewoQO00BuFoJ,277,32030,277_32030
conf/vldb/MurthyB03,kHi1YOTBmlkJ,2019,32036,2019_32036
journals/sigmod/DemersGRTY03,QObLZuX-xBMJ,1888,32066,1888_32066
journals/sigmod/HasanMV96,bLbjFFkQJdIJ,734,32101,734_32101
conf/sigmod/AbadiCCCCEGHMRSSTXYZ03,VuY9Y49GqXgJ,280,32104,280_32104
journals/tods/DeyS96,uZVc1wSi3y4J,2270,32126,2270_32126
conf/sigmod/GuptaS03,6ditJPVnXAQJ,361,35223,361_35223
journals/sigmod/ShethMKA01,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D604286%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,172,32201,172_32201
conf/vldb/SripadaW94,VqNz3sp638UJ,174,32224,174_32224
conf/vldb/RothS97,1fQr1rJ4yCwJ,1675,32249,1675_32249
journals/vldb/GarofalakisOS98,byJ0lVRijnkJ,2385,32277,2385_32277
conf/vldb/Kornacker99,aOmma8tnFKIJ,1486,32382,1486_32382
conf/vldb/FuhDCMTLDRM99,nh2FuiC6fHgJ,1611,32440,1611_32440
conf/vldb/DeutschPT99,0aJOXauNqYIJ,1412,32462,1412_32462
conf/sigmod/IvesLPST00,rtnpqb22gGcJ,924,32483,924_32483
journals/sigmod/ZobelMR96,6NbNX8nSta0J,763,32491,763_32491
conf/sigmod/HanWDPW02,nwWpGh3Mx7MJ,472,32496,472_32496
journals/sigmod/KappelR98,tbZ0J3HLI18J,604,32502,604_32502
conf/vldb/AilamakiDHS01,gUJrOpj89tQJ,1030,32518,1030_32518
conf/sigmod/HammerGIPUW95,ylzKvQxmX7cJ,1694,32547,1694_32547
journals/vldb/PapadiasS94,UM0nh_l5epoJ,2543,32556,2543_32556
conf/sigmod/PapakonstantinouPV02,5XmfwqNDii8J,527,32587,527_32587
conf/sigmod/JaedickeM98,MswqiEweEGUJ,1183,32589,1183_32589
conf/vldb/LohmanL02,jC-TppzLPuEJ,2144,32673,2144_32673
journals/vldb/ChienTZ02,j4wcclZqY0oJ,2464,32683,2464_32683
conf/vldb/SarawagiS96,GzBmx-QUxFYJ,2572,49815,2572_49815
conf/sigmod/CherniackZ98,_wJZsVYdrr8J,1136,32749,1136_32749
journals/sigmod/KramerNKRLKLZ97,1sBvG9OXpMAJ,705,32765,705_32765
conf/vldb/ZouS98,fPzfCbyzqsoJ,1741,32829,1741_32829
journals/tods/FernandezKSMT02,ckrgSn0vBOMJ,934,32847,934_32847
conf/sigmod/MamoulisP99,z9MQwq7G3GYJ,964,32923,964_32923
journals/tods/ChrysanthisR94,q2yP1EWKhTcJ,2308,32930,2308_32930
journals/sigmod/UlusoyB96,LclVYrb7vJoJ,665,33016,665_33016
conf/sigmod/KornM00,HlhXdvHzlvwJ,859,33038,859_33038
journals/sigmod/WenLMZ03,5KdceadGf8cJ,2576,33063,2576_33063
conf/sigmod/KimC03,BWV2Oys1VXsJ,344,33084,344_33084
conf/vldb/BamfordAP99,2y9m1qzVu4EJ,1511,33145,1511_33145
conf/vldb/ChakrabartiSD98,wnke8ff8hYUJ,1749,33150,1749_33150
journals/sigmod/BuchnerM98,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D306124%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,415,47029,415_47029
journals/sigmod/BuchnerM98,4J5CvdomBmsJ,415,48707,415_48707
journals/sigmod/BuchnerM98,dkWnTbi9xnEJ,415,61985,415_61985
journals/sigmod/PuSW01,nkW4iN6JqfAJ,384,33212,384_33212
conf/sigmod/MohanN94,_2hj6snS3foJ,1702,33297,1702_33297
journals/vldb/Seshadri98,yXXD9DeXoAgJ,2432,33368,2432_33368
conf/vldb/ManolescuFKXO00,c22l_WX_ADwJ,1165,33369,1165_33369
conf/vldb/ManolescuFKXO00,t19PsyGam1EJ,1165,45885,1165_45885
conf/sigmod/LakshmananNHP99,DfOLEzMoEaEJ,1010,37833,1010_37833
journals/sigmod/Wong95,7F9iCGggYVgJ,882,33505,882_33505
conf/vldb/DeRose99,_7DyRIjTceAJ,1602,33607,1602_33607
conf/sigmod/ShenNSHS03,LjrsWIr3rhAJ,297,33631,297_33631
conf/vldb/BerckenS96,GfvntjAdvVYJ,2573,38886,2573_38886
journals/sigmod/Ioannidis96,IgQsVaud8BIJ,721,33670,721_33670
conf/sigmod/FaginKS03,tQZWeE_nsa0J,210,33685,210_33685
conf/sigmod/HsuLG00,kxIpDxLD46gJ,905,33708,905_33708
conf/sigmod/KangN03,ABztkd0E9lUJ,379,33713,379_33713
conf/vldb/BouganimCDDGS99,Ult4nmnmJp8J,1631,33748,1631_33748
journals/tods/GraefeC95,Bn8s7u5T9SAJ,2256,33848,2256_33848
conf/vldb/LiPHCAAT03,eSC19V7zgtsJ,2060,33880,2060_33880
conf/sigmod/RamanH02,F0T3KimkbGcJ,536,33905,536_33905
journals/sigmod/BertinoEH01,Rba70P6SqQYJ,370,33915,370_33915
journals/sigmod/LeeC00,Knzz_bkGA00J,323,43006,323_43006
conf/sigmod/ShuklaD00,kcrWfQEI9G8J,921,33957,921_33957
conf/sigmod/KimCK01,EYI-OULRIz8J,675,33960,675_33960
conf/vldb/SantiniG02,J3cfnmFB4lsJ,2164,33965,2164_33965
conf/vldb/NetzCBF00,mRIRFxOC8A8J,1283,34030,1283_34030
journals/vldb/AgrawalAJL95,EyOHVek12P0J,2540,34034,2540_34034
conf/vldb/PopaVMHF02,qJ4lzBFzjdgJ,2248,34044,2248_34044
conf/vldb/Sacks-Davis96,GkINzG_IffAJ,1950,34154,1950_34154
journals/vldb/LeeW94,KPU-guH7cCkJ,2562,34162,2562_34162
conf/sigmod/NgWY01,TShyzmLNvtoJ,729,34221,729_34221
conf/sigmod/ChungMS02,UmPir9n5JloJ,391,34289,391_34289
conf/vldb/Shenker03,5yETsE57mzgJ,2068,34294,2068_34294
conf/vldb/FegarasE01,pinPEM3Rvm0J,1050,34319,1050_34319
conf/vldb/Amer-YahiaFSX03,fcB_7jx0pOMJ,2073,34370,2073_34370
journals/vldb/BunemanFS00,E_CQlx3K0W4J,2395,34511,2395_34511
conf/vldb/GravanoIJKMS01,iAYjhuQV_qMJ,1102,34517,1102_34517
conf/vldb/LakshmananSS99,H5bVePnEohQJ,1409,34604,1409_34604
journals/sigmod/AilamakiG03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D777004%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,2581,34631,2581_34631
journals/sigmod/LabrinidisR00,Wcbvsi-QDtcJ,292,36427,292_36427
conf/sigmod/Agarwal96,ALk7huiKjWAJ,1468,34735,1468_34735
journals/vldb/ChangG01,hYu2nw263UoJ,2495,34772,2495_34772
conf/sigmod/HillyerS96,V-pwJ8K5ZTEJ,1414,34784,1414_34784
conf/sigmod/RamaswamyRS00,VJIHPbki2uAJ,773,38418,773_38418
conf/sigmod/TatarinovVBSSZ02,gYWmOPwa7mwJ,526,34856,526_34856
conf/sigmod/TatarinovVBSSZ02,0HlMHEPJRH4J,526,47496,526_47496
conf/vldb/ChakrabartiBD99,zmBMRUNv8sQJ,1494,34862,1494_34862
conf/vldb/NinkHR99,tZBIZ9ZHdTkJ,1501,34904,1501_34904
conf/vldb/KonopnickiS95,fAZ2KwztkLoJ,50,34911,50_34911
